"TowerHeight","NumShoes","TVALUE","Attempt","betf.rate","crtv.rate","Category","CountryCode","Country","Gender_code","OccupationCode","Occupation_description","Score","Gender","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Occupation_Category"
"75","34","2.20588235294118",3,"3","7","Pyramid ST",31," Canada",1,16,"Health diagnosing or treating practitioners & technical occupations",35,"Male",3,3,8,2,5,3,2,3,3,3,"Health"
"139","6","23.1666666666667",3,"5","5","Gladiolus ST",130," Pakistan",0,8,"Computer or mathematical",48,"Female",3,8,5,7,2,8,3,2,4,6,"Management/Professional"
"53.5","18","2.97222222222222",3,"4","10","Brick Wall ST",78," India",1,8,"Computer or mathematical",45,"Male",5,7,7,1,7,5,2,4,2,5,"Management/Professional"
"82","78","1.05128205128205",3,"6","6","Pile ST",66," Ghana",0,12,"Community and social services",35,"Female",8,8,2,2,3,5,1,2,1,3,"Services"
"82","16","5.125",3,"7","7","Bridge ST",179," Turkey",0,1,"Management: professional or related occupations",26,"Female",2,2,5,1,5,3,3,1,2,2,"Management/Professional"
"60","9","6.66666666666667",3,"8","4","Pile ST",187," United States of America",0,8,"Computer or mathematical",53,"Female",1,7,2,9,5,5,7,7,5,5,"Management/Professional"
"77.5","8","9.6875",3,"6","3","Gladiolus ST",172," Thailand",1,6,"Business operations specialists",34,"Male",5,3,3,3,3,2,6,3,3,3,"Management/Professional"
"45","7","6.42857142857143",3,"6","7","Pyramid ST",122," Netherlands",1,15,"Arts, design, entertainment, sports, or media",43,"Male",2,2,8,3,3,3,8,7,1,6,"Arts Design Sports Media"
"94","16","5.875",3,"6","6","Pyramid ST",84," Italy",1,11,"Life, physical, or social science",54,"Male",5,6,7,7,7,4,6,4,3,5,"Science"
"292.1","10","29.21",3,"1","8","Floor ST",187," United States of America",0,8,"Computer or mathematical",43,"Female",1,9,1,1,9,9,2,1,1,9,"Management/Professional"
"62","16","3.875",3,"4","7","Bridge ST",36," China",0,5,"Business and financial operations",66,"Female",7,7,5,8,8,6,7,4,8,6,"Management/Professional"
"76.2","19","4.01052631578947",3,"7","5","Pyramid ST",78," India",1,15,"Arts, design, entertainment, sports, or media",42,"Male",6,5,3,4,5,2,4,4,4,5,"Arts Design Sports Media"
"13","20","0.65",3,"7","7","Pyramid ST",187," United States of America",0,8,"Computer or mathematical",45,"Female",1,3,9,5,3,5,2,9,3,5,"Management/Professional"
"131","44","2.97727272727273",3,"6","6","Pyramid ST",137," Poland",1,1,"Management: professional or related occupations",66,"Male",7,8,9,1,9,2,5,8,8,9,"Management/Professional"
"95","50","1.9",3,"8","8","Brick Wall ST",163," Spain",1,15,"Arts, design, entertainment, sports, or media",50,"Male",3,3,6,7,4,5,2,8,4,8,"Arts Design Sports Media"
"80","6","13.3333333333333",3,"9","1","Gladiolus ST",36," China",1,8,"Computer or mathematical",49,"Male",2,8,5,5,5,5,3,7,4,5,"Management/Professional"
"74","10","7.4",3,"8","8","Gladiolus ST",163," Spain",1,6,"Business operations specialists",60,"Male",8,7,8,4,7,6,3,3,6,8,"Management/Professional"
"87","32","2.71875",3,"6","7","Floor ST",9," Australia",1,1,"Management: professional or related occupations",46,"Male",5,2,9,3,6,4,1,8,1,7,"Management/Professional"
"100","35","2.85714285714286",3,"6","3","Brick Wall ST",163," Spain",1,5,"Business and financial operations",34,"Male",3,3,9,2,7,2,2,1,2,3,"Management/Professional"
"40","4","10",3,"4","5","Gladiolus ST",36," China",0,8,"Computer or mathematical",35,"Female",2,2,5,3,2,3,7,3,5,3,"Management/Professional"
"78","20","3.9",3,"1","5","Pyramid ST",187," United States of America",1,6,"Business operations specialists",49,"Male",3,7,7,8,6,3,3,2,4,6,"Management/Professional"
"32","10","3.2",3,"6","4","Bridge ST",78," India",0,8,"Computer or mathematical",51,"Female",8,3,7,7,5,7,2,2,8,2,"Management/Professional"
"40","22","1.81818181818182",3,"4","4","Pyramid ST",24," Brazil",0,14,"Education, training, or library",47,"Female",1,8,9,3,4,5,3,8,4,2,"Education/Training"
"81","72","1.125",3,"5","5","Unknown",31," Canada",1,5,"Business and financial operations",66,"Male",5,9,9,5,9,9,3,1,7,9,"Management/Professional"
"64","4","16",3,"8","7","Gladiolus ST",163," Spain",0,9,"Architects, surveyors, cartographers, or engineers",49,"Female",1,5,3,5,6,7,3,8,5,6,"Engineering"
"69.1","7","9.87142857142857",3,"6","7","Pyramid ST",36," China",1,2,"Management: business or  financial operations occupations",40,"Male",3,5,7,8,2,4,2,2,4,3,"Management/Professional"
"78","42","1.85714285714286",3,"7","2","Pyramid ST",158," Slovenia",1,8,"Computer or mathematical",27,"Male",2,2,3,2,3,2,7,1,2,3,"Management/Professional"
"76","15","5.06666666666667",3,"6","7","Brick Wall ST",24," Brazil",1,17,"Health technologists or technicians",38,"Male",4,4,8,1,5,2,7,1,1,5,"Health"
"55","4","13.75",3,"7","9","Gladiolus ST",142," Romania",1,1,"Management: professional or related occupations",52,"Male",6,7,7,3,7,4,2,4,4,8,"Management/Professional"
"99","26","3.80769230769231",3,"8","8","Pyramid ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",79,"Male",8,9,9,1,9,8,8,9,9,9,"Arts Design Sports Media"
"85","19","4.47368421052632",3,"5","3","Brick Wall ST",9," Australia",0,10,"Drafters, engineering, or mapping technicians",40,"Female",2,3,6,6,4,3,3,2,7,4,"Engineering"
"59.5","14","4.25",3,"7","8","Pyramid ST",136," Philippines",1,18,"Health care support",38,"Male",5,5,9,3,5,3,1,1,1,5,"Health"
"52","15","3.46666666666667",3,"9","5","Brick Wall ST",78," India",1,9,"Architects, surveyors, cartographers, or engineers",27,"Male",1,1,1,2,2,8,8,1,1,2,"Engineering"
"55.8","7","7.97142857142857",3,"7","6","Unknown",141," Republic of Moldova",1,15,"Arts, design, entertainment, sports, or media",59,"Male",8,7,7,5,7,5,3,4,8,5,"Arts Design Sports Media"
"195","84","2.32142857142857",3,"7","6","Pyramid ST",36," China",1,14,"Education, training, or library",34,"Male",1,5,2,1,5,5,1,1,8,5,"Education/Training"
"55","16","3.4375",10,"7","7","Gladiolus ST",36," China",0,11,"Life, physical, or social science",42,"Female",1,9,1,5,5,5,4,3,5,4,"Science"
"70","19","3.68421052631579",3,"6","8","Brick Wall ST",157," Slovakia",0,2,"Management: business or  financial operations occupations",50,"Female",5,5,7,2,8,5,3,5,5,5,"Management/Professional"
"52","9","5.77777777777778",3,"7","8","Pyramid ST",122," Netherlands",1,11,"Life, physical, or social science",42,"Male",2,5,2,2,7,5,3,3,5,8,"Science"
"81.28","28","2.90285714285714",3,"4","4","Brick Wall ST",187," United States of America",1,25,"Office or administrative support",44,"Male",3,6,7,3,6,3,4,3,3,6,"Management/Professional"
"75","7","10.7142857142857",3,"9","10","Bridge ST",36," China",1,7,"Financial specialists",47,"Male",2,7,1,7,3,3,7,2,7,8,"Management/Professional"
"30","10","3",3,"1","3","Brick Wall ST",163," Spain",0,10,"Drafters, engineering, or mapping technicians",70,"Female",6,8,8,2,7,9,6,7,9,8,"Engineering"
"81","14","5.78571428571429",3,"6","5","Brick Wall ST",78," India",0,14,"Education, training, or library",45,"Female",7,9,2,7,3,7,1,3,3,3,"Education/Training"
"122","24","5.08333333333333",3,"7","7","Floor ST",187," United States of America",0,8,"Computer or mathematical",34,"Female",2,5,2,4,3,4,5,3,2,4,"Management/Professional"
"97","6","16.1666666666667",3,"3","7","Gladiolus ST",36," China",0,8,"Computer or mathematical",42,"Female",3,2,2,3,2,7,7,5,8,3,"Management/Professional"
"57","19","3",3,"7","6","Pyramid ST",163," Spain",0,15,"Arts, design, entertainment, sports, or media",62,"Female",8,7,8,2,7,5,7,2,8,8,"Arts Design Sports Media"
"50","10","5",10,"6","6","Bridge ST",36," China",1,6,"Business operations specialists",43,"Male",2,7,5,6,7,2,3,3,4,4,"Management/Professional"
"78","26","3",3,"8","7","Brick Wall ST",187," United States of America",0,1,"Management: professional or related occupations",71,"Female",7,8,8,8,9,8,2,8,5,8,"Management/Professional"
"85","18","4.72222222222222",3,"9","7","Brick Wall ST",187," United States of America",0,11,"Life, physical, or social science",39,"Female",1,7,1,7,3,5,2,7,1,5,"Science"
"60","16","3.75",3,"3","3","Pile ST",36," Austria",0,8,"Management: professional or related occupations",71,"Female",7,2,9,8,8,9,3,8,9,8,"Management/Professional"
"118","40","2.95",3,"6","6","Brick Wall ST",163," Spain",0,2,"Management: business or  financial operations occupations",54,"Female",6,3,9,1,9,9,1,1,6,9,"Management/Professional"
"66","6","11",3,"9","9","Gladiolus ST",36," China",0,14,"Education, training, or library",57,"Female",5,3,3,7,5,7,8,5,7,7,"Education/Training"
"72","20","3.6",3,"5","5","Pyramid ST",130," Pakistan",0,15,"Arts, design, entertainment, sports, or media",46,"Female",2,8,1,3,5,3,8,2,7,7,"Arts Design Sports Media"
"82","29","2.82758620689655",3,"8","5","Brick Wall ST",179," Turkey",1,5,"Business and financial operations",32,"Male",2,1,3,2,5,5,4,1,2,7,"Management/Professional"
"80","10","8",3,"6","7","Floor ST",61," France",1,14,"Education, training, or library",53,"Male",5,5,8,2,6,5,4,6,5,7,"Education/Training"
"130","24","5.41666666666667",3,"5","3","Pyramid ST",139," Qatar",0,24,"Sales or related occupations",57,"Female",3,3,9,1,7,8,7,9,7,3,"Services"
"63","12","5.25",10,"7","6","Brick Wall ST",104," Malaysia",1,14,"Education, training, or library",51,"Male",3,7,2,7,8,2,4,7,4,7,"Education/Training"
"100","42","2.38095238095238",3,"5","6","Brick Wall ST",161," South Africa",0,18,"Health care support",50,"Female",2,3,1,5,5,8,7,9,2,8,"Health"
"67","16","4.1875",3,"7","8","Brick Wall ST",153," Serbia",1,8,"Computer or mathematical",50,"Male",5,3,8,4,5,5,3,8,5,4,"Management/Professional"
"60","20","3",3,"7","1","Brick Wall ST",36," China",1,11,"Life, physical, or social science",61,"Male",5,7,3,9,6,2,7,8,7,7,"Science"
"114","18","6.33333333333333",3,"7","7","Unknown",185," United Kingdom of Great Britain and Northern I",0,13,"Legal",71,"Female",8,9,2,9,8,8,8,2,9,8,"Management/Professional"
"54","14","3.85714285714286",3,"7","5","Brick Wall ST",137," Poland",1,1,"Management: professional or related occupations",67,"Male",2,7,7,5,8,9,7,7,7,8,"Management/Professional"
"60","14","4.28571428571429",3,"3","3","Pyramid ST + Gladiolus ST",185," United Kingdom of Great Britain and Northern I",0,21,"Food preparation or serving-related",40,"Female",5,3,1,1,5,5,9,5,1,5,"Services"
"72","3","24",3,"6","6","Gladiolus ST",36," China",1,5,"Business and financial operations",53,"Male",7,3,8,5,7,3,5,4,5,6,"Management/Professional"
"71","16","4.4375",3,"3","2","Brick Wall ST",187," United States of America",0,21,"Food preparation or serving-related",48,"Female",5,4,7,1,5,6,6,6,3,5,"Services"
"82","28","2.92857142857143",3,"8","5","Unknown",24," Brazil",1,13,"Legal",70,"Male",9,7,5,1,5,9,9,8,8,9,"Management/Professional"
"167.64","323","0.519009287925697",3,"7","7","Unknown",187," United States of America",1,13,"Legal",63,"Male",5,7,8,8,8,8,8,1,5,5,"Management/Professional"
"72","14","5.14285714285714",10,"5","8","Pyramid ST",36," China",1,2,"Management: business or  financial operations occupations",53,"Male",1,5,2,9,9,9,5,1,3,9,"Management/Professional"
"100","5","20",3,"7","8","Gladiolus ST",9," Australia",1,15,"Education, training, or library",67,"Male",6,8,5,7,7,7,6,8,5,8,"Education/Training"
"68","8","8.5",3,"4","6","Gladiolus ST",163," Spain",1,5,"Business and financial operations",45,"Male",2,7,3,3,5,5,9,1,7,3,"Management/Professional"
"86","5","17.2",3,"7","10","Bridge ST",37," Colombia",1,12,"Community and social services",70,"Male",6,6,8,6,7,8,6,7,8,8,"Services"
"72","24","3",3,"4","1","Brick Wall ST",142," Romania",1,11,"Life, physical, or social science",43,"Male",1,7,2,8,5,5,2,3,3,7,"Science"
"124.5","54","2.30555555555556",3,"7","7","Pyramid ST + Gladiolus ST",187," United States of America",1,11,"Life, physical, or social science",30,"Male",3,3,2,4,3,2,3,3,2,5,"Science"
"50","66","0.757575757575758",3,"1","4","Pile ST",111," Mexico",1,2,"Management: business or  financial operations occupations",45,"Male",5,1,5,2,5,7,9,4,3,4,"Management/Professional"
"40","10","4",3,"1","4","Brick Wall ST",65," Germany",1,8,"Computer or mathematical",46,"Male",1,5,8,4,7,3,9,1,5,3,"Management/Professional"
"70","16","4.375",3,"10","8","Unknown",138," Portugal",1,1,"Management: professional or related occupations",32,"Male",1,2,9,1,5,1,2,5,1,5,"Management/Professional"
"68","26","2.61538461538462",10,"8","1","Pyramid ST",36," China",0,5,"Business and financial operations",47,"Female",3,9,5,6,2,5,7,2,3,5,"Management/Professional"
"114","25","4.56",3,"5","6","Brick Wall ST",168," Sweden",1,2,"Management: business or  financial operations occupations",73,"Male",9,5,9,7,9,8,7,2,9,8,"Management/Professional"
"80","12","6.66666666666667",3,"7","7","Pyramid ST + Gladiolus ST",37," Colombia",0,8,"Computer or mathematical",56,"Female",3,7,5,4,8,9,3,7,3,7,"Management/Professional"
"70","34","2.05882352941176",3,"9","3","Brick Wall ST",16," Belarus",1,1,"Management: professional or related occupations",51,"Male",2,1,7,7,9,5,7,1,3,9,"Management/Professional"
"110","71","1.54929577464789",1,"9","8","Pyramid ST",37," Colombia",0,9,"Architects, surveyors, cartographers, or engineers",60,"Female",1,5,2,9,9,9,3,9,5,8,"Engineering"
"75","10","7.5",10,"10","10","Bridge ST",187," United States of America",0,10,"Drafters, engineering, or mapping technicians",59,"Female",5,5,2,1,9,9,9,1,9,9,"Engineering"
"54","21","2.57142857142857",10,"5","5","Brick Wall ST",136," Philippines",1,2,"Management: business or  financial operations occupations",53,"Male",7,8,5,6,5,8,1,5,3,5,"Management/Professional"
"80","20","4",3,"4","6","Brick Wall ST",36," China",1,14,"Education, training, or library",43,"Male",1,3,2,7,5,5,3,8,4,5,"Education/Training"
"85","6.5","13.0769230769231",10,"7","6","Pyramid ST",36," China",1,10,"Drafters, engineering, or mapping technicians",49,"Male",3,2,8,9,5,6,2,5,3,6,"Engineering"
"90","72","1.25",3,"5","6","Pile ST",187," United States of America",0,1,"Management: professional or related occupations",45,"Female",2,2,9,2,2,9,1,8,2,8,"Management/Professional"
"129.5","37","3.5",3,"7","8","Pyramid ST",130," Pakistan",0,8,"Computer or mathematical",46,"Female",1,1,8,1,5,8,8,1,5,8,"Management/Professional"
"55","14","3.92857142857143",3,"7","3","Unknown",111," Mexico",0,5,"Business and financial operations",54,"Female",1,2,8,3,6,8,8,8,7,3,"Management/Professional"
"81","16","5.0625",3,"8","1","Brick Wall ST",24," Brazil",0,2,"Management: business or  financial operations occupations",49,"Female",7,3,6,3,7,6,4,3,3,7,"Management/Professional"
"81","8","10.125",10,"4","10","Brick Wall ST",31," Canada",0,14,"Education, training, or library",56,"Female",2,7,4,6,7,6,9,6,2,7,"Education/Training"
"97","30","3.23333333333333",3,"8","5","Brick Wall ST",9," Australia",1,24,"Sales or related occupations",62,"Male",7,5,5,9,7,5,7,3,8,6,"Services"
"102","9","11.3333333333333",3,"6.5","5","Unknown",9," Australia",1,15,"Arts, design, entertainment, sports, or media",44,"Male",7,2,7,2,8,3,9,2,2,2,"Arts Design Sports Media"
"107","13","8.23076923076923",30,"3","7","Brick Wall ST",187," United States of America",1,18,"Health care support",69,"Male",7,9,9,2,9,9,7,1,9,7,"Health"
"73","4","18.25",30,"5","5","Gladiolus ST",187," United States of America",1,1,"Management: professional or related occupations",33,"Male",1,1,1,2,7,7,4,3,2,5,"Management/Professional"
"101.5","19","5.34210526315789",30,"6","2","Pyramid ST + Gladiolus ST",65," Germany",0,8,"Computer or mathematical",61,"Female",5,7,8,5,6,7,7,3,6,7,"Management/Professional"
"145","48","3.02083333333333",30,"6","4","Pyramid ST",187," United States of America",0,8,"Computer or mathematical",66,"Female",6,8,6,9,9,6,9,2,3,8,"Management/Professional"
"70","13","5.38461538461539",10,"9","1","Brick Wall ST",183," Ukraine",1,1,"Management: professional or related occupations",56,"Male",1,9,9,1,7,9,1,2,8,9,"Management/Professional"
"43","110","0.390909090909091",4,"7","10","Floor ST",31," Canada",1,15,"Arts, design, entertainment, sports, or media",40,"Male",1,5,1,1,8,5,4,3,5,7,"Arts Design Sports Media"
"61","87","0.701149425287356",4,"10","4","Pile ST",126," Nigeria",1,14,"Education, training, or library",71,"Male",7,5,9,7,7,9,9,7,3,8,"Education/Training"
"71","8","8.875",4,"7","4","Gladiolus ST",135," Peru",0,1,"Management: professional or related occupations",48,"Female",3,7,7,4,3,4,2,4,7,7,"Management/Professional"
"61","12","5.08333333333333",4,"7","3","Brick Wall ST",14," Bangladesh",0,15,"Arts, design, entertainment, sports, or media",37,"Female",8,8,1,2,3,2,5,2,2,4,"Arts Design Sports Media"
"65","6","10.8333333333333",10,"6","5","Pyramid ST + Gladiolus ST",65," Germany",1,14,"Education, training, or library",53,"Male",5,7,7,7,5,5,7,3,2,5,"Education/Training"
"124","91","1.36263736263736",4,"1","3","Pyramid ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",49,"Male",5,3,8,3,5,6,3,6,4,6,"Arts Design Sports Media"
"60","18","3.33333333333333",4,"6","6","Bridge ST",78," India",0,1,"Management: professional or related occupations",62,"Female",6,7,7,7,7,5,3,7,7,6,"Management/Professional"
"38","10","3.8",10,"7","8","Unknown",36," China",0,17,"Health technologists or technicians",32,"Female",3,2,8,3,2,3,1,4,3,3,"Health"
"69","44","1.56818181818182",4,"6","4","Pyramid ST",185," United Kingdom of Great Britain and Northern I",1,15,"Arts, design, entertainment, sports, or media",63,"Male",4,6,8,3,8,7,4,8,7,8,"Arts Design Sports Media"
"63","7","9",4,"6","4","Unknown",36," China",0,4,"Farmers and farm managers",55,"Female",5,8,7,3,5,8,2,5,7,5,"Services"
"78","32","2.4375",4,"9","3","Pyramid ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",34,"Male",1,1,1,1,1,9,1,1,9,9,"Arts Design Sports Media"
"41","40","1.025",4,"7","7","Floor ST",75," Hong Kong (S.A.R.)",0,15,"Arts, design, entertainment, sports, or media",53,"Female",1,9,9,2,5,7,5,2,7,6,"Arts Design Sports Media"
"52","6","8.66666666666667",10,"7","6","Pyramid ST + Gladiolus ST",36," China",1,14,"Education, training, or library",30,"Male",1,7,1,1,3,2,3,3,2,7,"Education/Training"
"67","7","9.57142857142857",4,"5","7","Brick Wall ST",122," Netherlands",0,25,"Office or administrative support",44,"Female",2,4,7,2,7,6,1,2,7,6,"Management/Professional"
"72","12","6",4,"8","8","Gladiolus ST",24," Brazil",0,10,"Drafters, engineering, or mapping technicians",50,"Female",8,3,6,2,8,5,7,1,2,8,"Engineering"
"50","18","2.77777777777778",4,"8","7","Brick Wall ST",78," India",0,14,"Education, training, or library",35,"Female",1,2,6,4,7,3,3,2,2,5,"Education/Training"
"65","28","2.32142857142857",4,"7","7","Brick Wall ST",54," El Salvador",0,5,"Business and financial operations",59,"Female",4,8,7,8,8,9,2,2,3,8,"Management/Professional"
"45","14","3.21428571428571",4,"5.5","6","Pyramid ST",156," Singapore",0,14,"Education, training, or library",50,"Female",5,7,3,3,6,6,7,1,3,9,"Education/Training"
"51","3","17",4,"8","6","Gladiolus ST",36," China",0,8,"Computer or mathematical",58,"Female",1,6,4,7,6,8,3,8,8,7,"Management/Professional"
"83.82","29","2.89034482758621",4,"7","7","Floor ST",187," United States of America",1,14,"Education, training, or library",50,"Male",6,4,5,6,7,2,6,6,4,4,"Education/Training"
"81","40","2.025",4,"7","7","Pyramid ST",126," Nigeria",1,24,"Sales or related occupations",40,"Male",1,4,8,4,3,6,1,4,3,6,"Services"
"105","14","7.5",10,"4","5","Gladiolus ST",187," United States of America",1,14,"Education, training, or library",65,"Male",5,8,8,8,8,8,4,4,5,7,"Education/Training"
"51","13","3.92307692307692",4,"4","4","Brick Wall ST",187," United States of America",1,1,"Management: professional or related occupations",80,"Male",8,8,9,7,9,9,8,8,5,9,"Management/Professional"
"81","36","2.25",4,"8.5","10","Pile ST",78," India",1,14,"Education, training, or library",71,"Male",4,8,8,7,8,8,7,8,8,5,"Education/Training"
"72","62","1.16129032258065",4,"7","5","Pile ST",161," South Africa",1,24,"Sales or related occupations",44,"Male",3,1,9,2,2,2,1,8,8,8,"Services"
"50","13","3.84615384615385",4,"9","6","Brick Wall ST",36," China",0,21,"Food preparation or serving-related",79,"Female",9,9,9,9,6,9,1,9,9,9,"Services"
"101.6","25","4.064",4,"8","2","Pyramid ST",187," United States of America",1,25,"Office or administrative support",63,"Male",8,9,3,6,5,4,6,8,7,7,"Management/Professional"
"55","16","3.4375",4,"5","5","Brick Wall ST",111," Mexico",0,2,"Management: professional or related occupations",55,"Female",8,2,8,1,8,2,8,2,8,8,"Management/Professional"
"47","8","5.875",4,"7","6","Pyramid ST",78," India",1,8,"Computer or mathematical",52,"Male",5,6,9,2,4,3,2,8,6,7,"Management/Professional"
"62","8","7.75",4,"7","2","Gladiolus ST",61," France",1,25,"Office or administrative support",37,"Male",2,4,5,6,3,3,2,2,3,7,"Management/Professional"
"127","10","12.7",4,"8","8","Unknown",78," India",0,9,"Architects, surveyors, cartographers, or engineers",46,"Female",4,6,8,8,3,2,2,3,7,3,"Engineering"
"60","14","4.28571428571429",4,"8","7","Pyramid ST",35," Chile",1,15,"Arts, design, entertainment, sports, or media",56,"Male",7,5,9,3,3,7,1,9,3,9,"Arts Design Sports Media"
"54","20","2.7",1,"4","6","Brick Wall ST",142," Romania",1,14,"Education, training, or library",68,"Male",9,9,9,5,8,5,8,1,5,9,"Education/Training"
"58","16","3.625",10,"7","7","Brick Wall ST",36," China",1,14,"Education, training, or library",42,"Male",3,5,3,7,4,4,2,7,3,4,"Education/Training"
"50","12","4.16666666666667",4,"8","9","Brick Wall ST",78," India",0,10,"Drafters, engineering, or mapping technicians",37,"Female",7,3,3,2,3,4,2,2,3,8,"Engineering"
"89","18","4.94444444444444",4,"3","4","Brick Wall ST",136," Philippines",1,2,"Management: business or  financial operations occupations",53,"Male",5,2,8,2,8,2,8,2,8,8,"Management/Professional"
"68","9","7.55555555555556",4,"7","7","Gladiolus ST",65," Germany",1,10,"Drafters, engineering, or mapping technicians",61,"Male",2,2,9,3,6,5,9,9,9,7,"Engineering"
"69","23","3",4,"7","8","Brick Wall ST",111," Mexico",0,14,"Education, training, or library",61,"Female",2,9,8,3,3,8,8,3,9,8,"Education/Training"
"100","22","4.54545454545455",4,"6","3","Brick Wall ST",111," Mexico",0,15,"Arts, design, entertainment, sports, or media",68,"Female",8,4,8,8,7,7,7,3,8,8,"Arts Design Sports Media"
"72","24","3",4,"5","8","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",1,8,"Computer or mathematical",45,"Male",4,3,9,2,4,5,3,4,5,6,"Management/Professional"
"82","24","3.41666666666667",4,"7","6","Pile ST",7," Argentina",1,12,"Community and social services",44,"Male",7,3,3,3,5,3,3,3,7,7,"Services"
"65","24","2.70833333333333",4,"7.5","10","Brick Wall ST",78," India",1,14,"Education, training, or library",36,"Male",3,4,4,3,5,3,3,3,3,5,"Education/Training"
"91.44","37","2.47135135135135",4,"8","8","Pyramid ST",187," United States of America",1,1,"Management: professional or related occupations",37,"Male",8,2,4,7,3,2,2,3,3,3,"Management/Professional"
"104","17","6.11764705882353",4,"8","10","Brick Wall ST",35," Chile",1,24,"Sales or related occupations",47,"Male",7,4,6,4,3,5,5,3,5,5,"Services"
"63","22","2.86363636363636",4,"6","6","Brick Wall ST",65," Germany",0,1,"Management: professional or related occupations",43,"Female",3,5,7,6,6,3,2,2,3,6,"Management/Professional"
"100","33","3.03030303030303",4,"6","7","Brick Wall ST",187," United States of America",0,31,"Production",51,"Female",5,3,8,4,5,5,5,6,2,8,"Services"
"82","18","4.55555555555556",4,"10","4","Bridge ST",111," Mexico",1,14,"Education, training, or library",39,"Male",2,2,2,5,5,5,5,1,5,7,"Education/Training"
"66","26","2.53846153846154",4,"7","3","Pyramid ST",36," China",0,3,"Management occupations, except farmers and farm managers",68,"Female",1,8,5,9,9,9,8,2,8,9,"Management/Professional"
"106","18","5.88888888888889",4,"10","5","Unknown",100," Lithuania",0,5,"Business and financial operations",48,"Female",5,6,8,7,7,8,3,1,1,2,"Management/Professional"
"64","16","4",10,"5","6","Brick Wall ST",187," United States of America",0,3,"Management occupations, except farmers and farm managers",65,"Female",6,5,8,5,8,8,8,5,4,8,"Management/Professional"
"33","15","2.2",4,"5","10","Pile ST",31," Canada",1,14,"Education, training, or library",42,"Male",7,3,8,7,3,3,2,3,3,3,"Education/Training"
"85","30","2.83333333333333",4,"7","7","Pyramid ST",65," Germany",1,10,"Drafters, engineering, or mapping technicians",39,"Male",4,7,5,3,2,2,3,2,8,3,"Engineering"
"112","34","3.29411764705882",4,"5","5","Brick Wall ST",187," United States of America",0,15,"Arts, design, entertainment, sports, or media",53,"Female",7,5,3,3,5,8,7,3,5,7,"Arts Design Sports Media"
"51.054","11","4.64127272727273",4,"7","8","Pyramid ST",187," United States of America",0,21,"Food preparation or serving-related",42,"Female",3,3,7,2,3,5,2,8,5,4,"Services"
"60","22","2.72727272727273",4,"5","7","Brick Wall ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",39,"Female",3,7,3,7,3,7,1,2,3,3,"Engineering"
"75","9","8.33333333333333",4,"6","8","Gladiolus ST",48," Denmark",0,24,"Sales or related occupations",43,"Female",3,4,7,3,3,7,5,3,4,4,"Services"
"138","24","5.75",4,"7","8","Brick Wall ST",40," Costa Rica",1,15,"Arts, design, entertainment, sports, or media",55,"Male",5,5,3,8,7,5,2,8,5,7,"Arts Design Sports Media"
"96","41","2.34146341463415",10,"1","5","Pyramid ST",9," Australia",0,1,"Management: professional or related occupations",65,"Female",5,7,8,6,8,8,3,5,7,8,"Management/Professional"
"60","10","6",4,"8","7","Pile ST",36," China",1,6,"Business operations specialists",38,"Male",1,5,4,7,7,4,2,1,2,5,"Management/Professional"
"73.7","20","3.685",4,"3","4","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",0,9,"Architects, surveyors, cartographers, or engineers",44,"Female",2,3,7,3,5,6,6,3,3,6,"Engineering"
"65.5","16","4.09375",4,"2","5","Pyramid ST",187," United States of America",1,8,"Computer or mathematical",69,"Male",8,6,5,4,9,8,7,9,4,9,"Management/Professional"
"55","26","2.11538461538462",4,"6","2","Brick Wall ST",36," China",0,2,"Management: business or  financial operations occupations",59,"Female",6,8,4,6,6,7,2,7,6,7,"Management/Professional"
"88","36","2.44444444444444",4,"6","3","Pyramid ST",151," Saudi Arabia",0,1,"Management: professional or related occupations",37,"Female",3,2,4,2,6,3,5,2,2,8,"Management/Professional"
"116","17","6.82352941176471",4,"7","5","Brick Wall ST",36," China",0,15,"Arts, design, entertainment, sports, or media",37,"Female",4,4,2,5,3,3,2,3,8,3,"Arts Design Sports Media"
"100","80","1.25",4,"7","6","Unknown",89," Kenya",1,18,"Health care support",38,"Male",5,2,9,2,2,8,2,2,1,5,"Health"
"45","12","3.75",4,"3","5","Bridge ST",75," Hong Kong (S.A.R.)",0,2,"Management: business or  financial operations occupations",55,"Female",2,5,3,8,8,7,6,5,6,5,"Management/Professional"
"70","20","3.5",4,"10","2","Pyramid ST",78," India",0,14,"Education, training, or library",61,"Female",7,5,8,5,8,5,5,3,7,8,"Education/Training"
"45","78","0.576923076923077",10,"7","4","Unknown",9," Australia",1,14,"Education, training, or library",70,"Male",7,8,9,7,7,7,3,7,8,7,"Education/Training"
"98","36","2.72222222222222",4,"1","2","Pyramid ST",24," Brazil",0,16,"Health diagnosing or treating practitioners & technical occupations",40,"Female",3,2,9,7,4,1,3,2,8,1,"Health"
